sentence,prediction
" As blocks each contain information about the block previous to it, they form a chain, with each additional block reinforcing the ones before it",0
" Therefore, blockchains are resistant to modification of their data because once recorded, the data in any given block cannot be altered retroactively without altering all subsequent blocks",0
"\nBlockchains are typically managed by a peer-to-peer network for use as a publicly distributed ledger, where nodes collectively adhere to a protocol to communicate and validate new blocks",0
" Although blockchain records are not unalterable as forks are possible, blockchains may be considered secure by design and exemplify a distributed computing system with high Byzantine fault tolerance",1
The blockchain was invented by a person (or group of people) using the name Satoshi Nakamoto in 2008 to serve as the public transaction ledger of the cryptocurrency bitcoin,0
The identity of Satoshi Nakamoto remains unknown to date,0
The invention of the blockchain for bitcoin made it the first digital currency to solve the double-spending problem without the need of a trusted authority or central server,1
The bitcoin design has inspired other applications and blockchains that are readable by the public and are widely used by cryptocurrencies,1
The blockchain is considered a type of payment rail,0
" Private blockchains have been proposed for business use but Computerworld called the marketing of such privatized blockchains without a proper security model ""snake oil""",1
" However, others have argued that permissioned blockchains, if carefully designed, may be more decentralized and therefore more secure in practice than permissionless ones",1
", 'Newton, Massachusetts, USA-based Barrett Technology was incorporated by William T",0
Townsend in 1990,0
Barrett manufactures robotic arms and hands installed in 20 countries on 6 continents,0
"  Barrett is credited in The Guinness Book of World Records, Millennium Edition, as maker of the world’s “most advanced robotic arm",0
"”  Its 7-axis robotic arm, named the WAM arm for Whole Arm Manipulation is based on Puck electronics and mechanical drive technologies and designed to interact directly with people",0
One application of an early version of the technology has been the arm manufactured and sold by MAKO Surgical Corp,0
which enables haptically-guided minimally-invasive knee surgery,0
"The Puck powered BarrettHand BH8-series product is based on technology licensed from the University of Pennsylvania and developed by Gill Pratt, Yoky Matsuoka, and William Townsend into its present form",0
", ""CA Wily Technology, formerly Wily Technology, Inc",0
", is a software company based in California",0
" Founded in 1998, it was purchased by CA, Inc",0
" in March 2006, and CA Wily Technology is now a division of CA's Service Assurance business unit",1
""", 'A computer network is a set of computers sharing resources located on or provided by network nodes",0
The computers use common communication protocols over digital interconnections to communicate with each other,0
" These interconnections are made up of telecommunication network technologies, based on physically wired, optical, and wireless radio-frequency methods that may be arranged in a variety of network topologies",1
"\nThe nodes of a computer network may include personal computers, servers, networking hardware, or other specialised or general-purpose hosts",0
They are identified by hostnames and network addresses,0
" Hostnames serve as memorable labels for the nodes, rarely changed after initial assignment",1
Network addresses serve for locating and identifying the nodes by communication protocols such as the Internet Protocol,0
"\nComputer networks may be classified by many criteria, including the transmission medium used to carry signals,  bandwidth, communications protocols to organize network traffic, the network size, the topology, traffic control mechanism, and organizational intent",0
"\nComputer networks support many applications and services, such as access to the World Wide Web, digital video, digital audio, shared use of application and storage servers, printers, and fax machines, and use of email and instant messaging applications",0
", 'ESS Technology Incorporated  is a private manufacturer of computer multimedia products, Audio DACs and ADCs based in Fremont, California with R&D centers in Kelowna, BC, Canada and Beijing, China",0
It was founded by  Forrest Mozer in 1983,0
Robert L,0
Blair is the CEO and President of the company,1
"Historically, ESS Technology was most famous for their line of their Audiodrive chips for audio cards",0
Now they are known for their line of Sabre DAC and ADC products,0
", 'Operational technology (OT) is hardware and software that detects or causes a change, through the direct monitoring and/or control of industrial equipment, assets, processes and events",1
" The term has become established to demonstrate the technological and functional differences between traditional IT systems and Industrial Control Systems environment, the so-called ""IT in the non-carpeted areas""",1
" Examples of operational technology include:\n\nprogrammable logic controllers (PLCs)\nSupervisory control and data acquisition systems (SCADA)\nDistributed control systems (DCS)\nComputer Numerical Control (CNC) systems, including computerized machine tools\nScientific equipment (e",0
g,0
" digital oscilloscopes)\nBuilding Management and Building Automation Systems, (BMS)/(BAS)\nLighting controls both for internal and external applications\nEnergy monitoring, security and safety systems for the built environment\nTransportation systems for the built environment', 'Wearable technology, wearables, fashion technology, smartwear, tech togs, skin electronics or fashion electronics are smart electronic devices (electronic device with micro-controllers) that are worn close to and/or on the surface of the skin, where they detect, analyze, and transmit information concerning e",0
g,0
" body signals such as vital signs, and/or ambient data and which allow in some cases immediate biofeedback to the wearer",0
"Wearable devices such as activity trackers are an example of the Internet of Things, since ""things"" such as electronics, software, sensors, and connectivity are effectors that enable objects to exchange data (including data quality) through the internet with a manufacturer, operator, and/or other connected devices, without requiring human intervention",0
\nWearable technology has a variety of applications which grows as the field itself expands,1
It appears prominently in consumer electronics with the popularization of the smartwatch and activity tracker,0
" Apart from commercial uses, wearable technology is being incorporated into navigation systems, advanced textiles, and healthcare",0
" As wearable technology is being proposed for use in critical applications, it has to be vetted for its reliability and security properties",1
", 'Amkor Technology, Inc",0
is a semiconductor product packaging and test services provider,0
" The company has been headquartered in Tempe, Arizona, since 2005, when it was moved from West Chester, Pennsylvania",0
" The company was founded in 1968 and, as of 2017, had approximately 29,300 employees worldwide and a reported $4",1
19 billion in sales,0
"\nWith factories in China, Japan, Korea, Malaysia, Philippines, Portugal and Taiwan, Amkor is a leading player in the semiconductor industry",0
It packages and tests integrated circuits (ICs) for chip manufacturers,0
", 'The technology of television has evolved since its early days using a mechanical system invented by Paul Gottlieb Nipkow in 1884",0
Every television system works on the scanning principle first implemented in the rotating disk scanner of Nipkow,0
This turns a two-dimensional image into a time series of signals that represent the brightness and color of each resolvable element of the picture,0
"  By repeating a two-dimensional image quickly enough, the impression of motion can be transmitted as well",0
" For the receiving apparatus to reconstruct the image, synchronization information is included in the signal to allow proper placement of each line within the image and to identify when a complete image has been transmitted and a new image is to follow",0
"\nWhile mechanically scanned systems were experimentally used, television as a mass medium was made practical by the development of electronic camera tubes and displays",0
" By the turn of the 21st century, it was technically feasible to replace the analog signals for television broadcasting with digital signals",1
" Many television viewers no longer use an antenna to receive over-the-air broadcasts instead, relying on cable television systems",0
Increasingly these are integrated with telephone and Internet services,1
", 'Crossbow Technology, Inc",0
(also referred to as XBOW) was a California-based company with two distinct product lines,1
One was based on sensors and fibre optic gyroscope inertial sensor systems,0
"  This included inertial measurement units, attitude and heading reference systems, digital inclinometers and guidance, navigation and control units",0
The other was based on GPS and radios using cellular phone technology with multiple environmental sensors that included asset tracking products,0
", ""Creation Technologies LP is a global electronics manufacturing services (EMS) provider headquartered in Burnaby, British Columbia, Canada",0
" Creation provides full service electronics solutions to a diversified group of original equipment manufacturers (OEMs) across North America and worldwide, and has 11 manufacturing operations in Canada, the USA, China and Mexico",0
\nCreation is a privately held company with significant employee ownership,1
"\nAs of 2010, the company was #25 in CIRCUITS ASSEMBLY's Top 50 and #9 in North America",0
" As of 2008, Creation was #5 in Top-100 BC Technology companies, #64 in Top-100 BC companies, and #492 in Top 500 Canadian companies",1
""", 'Beck Technology is a software development company servicing the construction industry",0
" The company is based in Dallas, Texas",0
Beck Technology offers a suite of products under DESTINI: design estimation integration initiative,0
" Products include DESTINI Profiler (aka DProfiler), DESTINI Estimator, and DESTINI Optioneer (as a service)",0
Beck Technology serves builders as well as owners/developers with pro formas and scope build out,1
\nBeck Technology was founded in 1996 as an internal group of The Beck Group,0
DESTINI Profiler was a proprietary software which provides immediate costs for buildings as they were modeled in the conceptual and schematic design phases,0
" In 2006, DESTINI Profiler was launched commercially to the construction market",0
" A consulting arm of Beck Technology was formed in 2008 to assist owners, developers, and general contractors with the use of DESTINI Profiler",0
" DESTINI Profiler gives builders the tools to provide real-time cost data and feedback to owners and architects, as well as giving the preconstruction team a major advantage and winning contracts",1
"In 2013, Beck Technology was hired by Sundt Construction to create a new estimating platform to work with DESTINI Profiler data",0
