sentence,correct_label,label
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta  que la actual, Seguiran  el dinero del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0
Hay que ser muy cuadrado para confundir un pensamiento personal  con una declaración de un participante en los Órganos del  que le permiten estar ahí.,0,0
"Me pregunto si la misma disposición, empeño y firmeza, debe darse al  contra la , flagelo igual o peor al de la inseguridad.",1,1
"HERNANDEZ HERNANDEZ SE apellida, pues, el fiscal al que la magia de mejor nomenclatura -Macedo de la Concha, por ejemplo-convirtió en la rompible parte más delgada del   de la PGR.",1,1
"Caemos en la idolatrar'a cuando nos desviamos del camino, cuando nuestras obras no reflejan lo que nosotros creemos; entonces se puede caer en la  del , en la idolatría del placer y en la idolatría de la fama.",1,1
"Esto provocó el repudio de toda la  del  federal, inclusive del propio Presidente Felipe Calderón.",1,0
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la  y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que  ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0
"También ha sido diputado  y  como coordinador parlamentario de la fracción del PAN, durante poco más de los primeros dos años de la LIX Legislatura (2003-2006), y pidió licencia para contender con Felipe Calderón y Alberto Cárdenas por la candidatura presidencial de su partido.",0,0
"Determinación de pagos provisionales para cumplir con todos los requisitos de la  de  (Impuesto sobre la renta, Impuesto al Valor Agregado, etc.)",0,0
"El Ayuntamiento de México, abundando en las ideas que predominaban en España, respecto a desconocer la  emanada del gobierno impuesto por Napoleón,  al Virrey, a través de los licenciados Azcárate y Primo de Verdad, a que reuniera a los delegados de los ayuntamientos y que se formara un Congreso a la manera de la Cortes Españolas.",0,0
"En la partida, el párroco agrega, de su puño y letra: ""Dios lo haga un  "".",0,0
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades;  sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser  pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"Durante el acto, los chicos simbolizaron los problemas sociales que aquejan al sector de la niñez con la presentación de un árbol seco en cuyas hojas de papel  , discriminación, exclusión, corrupción y violencia.",1,1
"La comunicación se constituye en una de las principales armas que se blanden durante la contienda política que se dirime en la  .11 Sirve para lograr el posicionamiento de un particular candidato frente a otros; se emplea para promover la plataforma política de un singular partido político frente a otros; se esgrime para persuadir al ciudadano a sufragar, o no, en un sentido específico.",1,1
"No se que pega poneis a Rajoy en su  de , parece que queris que sea tan grosero y maleducado como Pepiño y que se tiere a la yugular del gobierno como si fuera un cafre.",1,0
Y entonces las  ocultas del  en México empiezan a hacerse pálidamente visibles,1,1
Julio Boltvinik  de la  campesina,1,1
"En la colonia ampliación Arco Iris, vecinos de ese amplio sector están solicitando el servicio del  sanitario, por lo que cada petición como esta, es canalizada a la gerencia correspondiente para su estudio de factibilidad de la introducción de ese servicio que eleva la calida de vida de las familias, apunto la  municipal.",0,0
,0,0
Hace dos años Artur Mas encargó a Andreu Mas-Colell la tarea de enderezar unas finanzas deterioradas por la drástica  de  y una asfixiante deuda.,1,1
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55 LA  se abuelto una forma de  y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es demaciado pero por mas que luchemos contra ella para erradicarla esta parece que en lugar de disminuir aumenta mas la ´pobreza es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin pobreza",1,0
"Mirar como no los desalojan de sus pisos ni de sus casas, que os da a entender eso que ellos son privílegiados por nuestros votos una vez tienen los , no  capaces de hacer nada por su electorado ni por nadie, 17 gobiernos y la corte del Rey es lo que sobra en este país.",0,0
"Por Samuel Hadas, diplomático, primer embajador de Israel en España y ante la Santa Sede (LA VANGUARDIA, 30/11/08): Los trágicos acontecimientos de Bombay, el  de la mayor  del mundo, uno de los más sensibles...",1,1
"Comprobado está que ‘las corazonadas’ en política son una pésima estrategia, y es una lástima de Genaro Ramírez, se haya unido a esta empresa, ya que, a pesar de contar con muchos adversarios, Genaro se había abierto un camino con ‘panistas con la sociedad’: la  fue los escasos 70  que lo separaron en la asamblea municipal de la victoria sobre Jorge Ehlinger.",0,1
", pero no de la pobreza La Paridad: una anhelo democrático Más en Opinión  la , pero no de la pobreza La Paridad: una anhelo democrático Jugar sin discriminar Adelantados y remisos En dónde perdimos a la policía Entretenimiento Musica Cine Tecnologia Tv Caricaturas Chica",1,1
"Siente gran amor por Puerto, considera que es el mejor lugar del mundo para vivir y todo lo que hace, lo encamina hacia un crecimiento de su tierra, de su deporte, con un deseo profundo de que las próximas generaciones encuentren un lugar bien abonado para crecer y  la .",1,1
"Si usted efectuó la compensación de saldos, no olvide que debe  un aviso ante la Administración Local de Asistencia al Contribuyente que le corresponda, mediante la forma fiscal 41 acompañada de los Anexos y documentos que se señalan en el reverso de dicha forma fiscal, según el tipo de  que haya compensado.",0,0
"La generalidad del pueblo español que otorgó su confianza al PP por mayoría absoluta, espera que se mantenga firme y coherente, para  mejor la  y luchar contra el terrorismo, verdadera prioridad de casi todos los españoles.",1,1
"Mencionó que el acuerdo anunciado por el primer mandatario así como la declaración del titular de la SHCP de ""Cero crecimiento"" en el 2009 es el reconocimiento del  de las  y es echar más pólvora a la inquietud de los jefes de familia y sociedad en general inconforme.",1,1
"Sin embargo, según datos del Consejo Nacional de Evaluación de la Política Social, de 1992 al año 2010 la  alimentaria o extrema sólo se  en un 2.6 por ciento, al pasar de 21.6 por ciento del total de los mexicanos al 18.8.",1,1
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de  votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el  acusándola de parcialidad.",0,0
Este tipo de teorías solo podrían convencer a alguien que vaya a  por primera  el año que viene.,0,0
"su  en algo realmente seguro y con los mejores rendimientos y garantia, inmuebles por arriba de su valor comercial.",0,0
"En ese sentido, no es recomendable  un  plurifásico acumulativo, ya que un impuesto de esas características perjudicaría a los exportadores.",1,1
"Por Uno Noticias, http://www..com/, Última actualización: 24/05/2012  de México, reflejada en niños de la calle",0,0
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La  produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser  pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"Años después añadió: Han sido pilar de control corporativo en el campo, grillete de , ahogo de ciudadanía, cadena a la movilidad social, opresión del individuo por identidades , y molde de destrucción de recursos naturales.",0,0
El nombramiento de Panetta resultó sorpresivo debido a su perfil más acorde como uno de los más visibles e influyentes operadores políticos en los   del poder.,1,1
"En términos políticos ello plantea un grave problema, ya que estos colosos económicos operan al  de la , descansando en una estructura interna de poder absolutamente vertical y jerárquica, como lo ha señalado el nuevo premio Nobel de literatura, José Saramago.",0,1
"Muy importante será la comprensión de esta soberanía para que juntos en el ámbito de nuestras respectivas competencias logremos que se lleve a cabo la Cruzada Nacional por la Información Agraria y la capacitación a ejidatarios y comuneros sobre los  de sus  de propiedad, organización y libre asociación.",1,1
"Siempre buscando la satisfacción total del cliente  las  del fabricante y piezas originales, ya que sabemos que el desempeño optimo de su hardware depende en gran medida de esta situación.",1,0
"El  regional de Crimea,  por diputados en favor de Rusia, anunció que iba a enviar un referéndum el 30 de marzo para votar entre tres opciones: ""Para mantener su estatus actual como una república autónoma dentro de Ucrania, para convertirse en un Estado independiente o para formar parte de Rusia"", según informó la agencia de noticias RIA Novosti.",1,1
"Desde un sinnúmero de mesas, foros, grupos, comisiones se ha insistido en que la  de la  mexicana, medida en términos de acuerdos políticos, requería una cirugía mayor a los incentivos y modos de relación entre los poderes públicos, y entre éstos y los ciudadanos.",1,1
"En tal sentido, los elementos que privaron temporalmente de su libertad al quejoso no tenían fundamento para tal acto de autoridad que en consecuencia se consideró una arbitrariedad, transgresora de lo dispuesto por el artículo 16 de la  Política de los Estados Unidos Mexicanos así como por los artículos XXV de la Declaración Americana de los Derechos y Deberes del Hombre, 9.1 del Pacto Internacional de Derechos Civiles y Políticos, y 7 de la Convención Americana Sobre Derechos Humanos, por lo que se dictó la recomendación .",0,0
"Mirar como no los desalojan de sus pisos ni de sus casas, que os da a entender eso que ellos son privílegiados por nuestros votos  tienen los , no son capaces de hacer nada por su electorado ni por nadie, 17 gobiernos y la corte del Rey es lo que sobra en este país.",0,0
los resultados obtenidos en las metas y objetivos que se trazó el Gobierno del  durante 1996.,0,0
"La repetición constante de argumentos como que, las ejecuciones se deben a guerra entre pandillas o los más malos tienen condiciones de privilegio en prácticamente todas las cárceles, no sólo irrita por el alto costo de un sistema alejado de la rehabilitación y sostenido a  de la  de millones mexicanos, sino por consecuencia impulsa a los que están fuera, a desear una suerte de vacaciones seguras en los penales; viviendo gratis, a veces como reyes, con toda clase de canonjías y con la facilidad de seguir dirigiendo sus redes destructivas.",0,1
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos  son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser . (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"Urge aliviar el hambre de millones de mexicanos, pero urge más corregir el modelo económico que los  en la  más ignominiosa, pero para esa discusión, los políticos tienen tiempo, es más, pueden posponerla lo más posible, ahí no hay urgencia.",1,1
"El Título VI, denominado ""De las Limitaciones del Derecho de Autor y de los Derechos Conexos"", está integrado por tres Capítulos: ""De la Limitación por Causa de Utilidad Pública"", ""De la  a los  Patrimoniales"" y ""Del Dominio Público"".",1,1
"Gran Bretaña acordó una nueva Constitución para las Islas Malvinas (que llama Falkland), que  la  local aunque mantiene los poderes de Londres para proteger sus intereses, anunció ayer el ministerio británico de Relaciones Exteriores.",1,1
"El castillo va transformándose en lugar de una misteriosa y  , cuyos funcionarios manejan la administración de la ciudad según leyes que ofenden la razón y la moral humanas.",1,1
"6) Mínima reglamentación para evitar corrupción, y las consecuencias de los  .",1,1
"beca o de año sabático, en un consejo eso esta claro, hay limitantes yo estoy clara que no  los  pero no podrán representarnos con todo el peso que debiera ser con la capacidad de análisis y todo el rollo que se implica y sabemos lo que",1,1
"Las   hechas por la compañía CDR Financial Products a la campaña electoral de Bill Richardson fueron hechas a título personal por el dueño y fundador de la compañía, David Rubin y nada tienen que ver con los contratos que ganaron ante el gobierno de Nuevo México.",1,1
Si ven tranquilamente uno de estos consultorios tiene mejores  de  que muchos otros negocios.,1,1
"Si usted efectuó la compensación de saldos, no olvide que debe presentar un aviso ante la Administración Local de Asistencia al Contribuyente que le , mediante la forma fiscal 41 acompañada de los Anexos y documentos que se señalan en el reverso de dicha forma fiscal, según el tipo de  que haya compensado.",0,0
"A pesar de ello, la nueva era de inútiles políticos, malos y pésimos  del  público, sólo piensan en crear nuevos impuestos o aumentar los que ya existen, con lo que el empobrecimiento seguirá aumentando y la ruina futura será aún mayor que la que",1,1
"Agregó que la cosecha para este año, está a punto de levantarse, sin embargo la falta de pago del periodo pasado ha ocasionado un fuerte impacto negativo tanto en la población de Pedernales, perteneciente al municipio de Tacámbaro, como a las comunidades cercanas, al detenerse el flujo económico de la región, además de la  que los mismos campesinos  con sus proveedores de insumos agrícolas.",1,1
Ese es el  de nuestra : nadie confía en sus autoridades.,1,1
"Mientras, las hermandades (cofradías) del ""Señor Milagroso"" y ""San Miguel Arcángel"", así como los cuadros pastorales de la parroquia de San Miguel Sola de Vega, mantienen el resguardo del templo en espera de la  de las .",0,1
La  del mineral se  y los espaÃ±oles se quedaron.,0,1
"Ante esto, Robert Stefanic señaló que esta de acuerdo que los empresarios deben cumplir con el pago de cuotas patronales ante el Instituto, sin embargo, consideró que la autoridad no debe abusar de su posición y  la .",1,1
"Hay que añadir, de propia mano: ""Combate a la , a la corrupción y a la deshonestidad de los .",0,0
Cabe mencionar que como hasta octubre  el  saldrán más personajes que levanten la mano y tengan que dejar sus funciones.,0,0
"adentrarse en las  del , prueba los siguientes ejercicios:",1,1
"Y es que paradojas (o parajodas, como ) de la .",0,1
"Llegó a Caracas durante el  de Juan Vicente Gómez, quien no se mostró complacido ante la idea de que el  Pellicer organizara una sociedad de estudiantes en la universidad, así que a los pocos meses fue expulsado del país y regresó a México.",0,0
"La  es la más bella, fuerte y eficiente   para controlar a la bestia del poder.",1,1
El documento que  debe hacerse por duplicado y debes  uno firmado por todas las partes que intervengan.,0,0
"Comentarios: 0 Publicidad Publicidad + Vistas + Comentadas REFORMA Publicado el 8 octubre, 2013 - 11:25 - Comentarios: 0 Publican reforma que permitirá crear Código Penal Único El decreto, publicado en el Diario Oficial de la Federación, entrará en vigor mañana y con ello el Poder Ejecutivo oficializa la  avalada por el  en abril, ratificada por la Cámara de Diputados en julio y respaldada por la mayoría de los congresos estatales.",1,1
"Vemos a la Federación Mexicana de Frontón, A.C. como el organismo que rige al Frontón Nacional en todas sus especialidades, dentro de un marco democratico y transparencia, que basa su actuación en la normatividad que rige al Deporte Federado y a la Cultura Física y Deporte en México, encaminado hacia la consolidacion de la  del trabajo organizado que tiene como principal objetivo el crecimiento y desarrollo de esta disciplina deportiva en toda la .",0,0
"Años después añadió: Han sido pilar de control corporativo en el campo, grillete de ,  de ciudadanía, cadena a la movilidad social, opresión del individuo por identidades colectivas, y molde de destrucción de recursos naturales.",0,0
"El primero se refiere a la  de la , considerando que se trata de un concepto que puede tener muchas interpretaciones.",1,1
"Pese a negarse a calificar el desempeño de Martha Sahagún como primera dama del país, Isabel de la Parra, esposa del candidato presidencial del Partido Revolucionario Institucional (PRI), Roberto Madrazo Pintado, señaló como urgente que se elimine la  entre  y ricos, lo cual no ha podido suceder en esta administración.",1,1
"Este  diverso, desafiante y de extraordinaria , abre nuevas perspectivas a los estudios de comunicación.",0,0
"Difundir información sobre la relevancia de los  , mediante el envío programado y sistematizado de boletines de prensa, notas informativas y textos breves a los espacios noticiosos, de contenido editorial y de entretenimiento en la televisión, radio y prensa.",1,1
Comunicado No. 0403 - SECRETARIA DE DESARROLLO RURAL  prepara su ingreso a los mercados mundiales tequileros con la puesta en marcha de su primera planta destiladora de agave cultivado en el  que producirá 4 ...,0,0
"De igual manera, comentó que es parte de una red mil 17 niños pertenecientes a 55 delegaciones municipales, encargados de  los  de los niños en materia de salud, educación, familia, cuidado del medio ambiente, discriminación, alimentación y desarrollo entre otras.",1,1
"Y se da este proceso de  de la , del empobrecimiento, y sobre todo de la muerte.",1,1
"También le puede interesar: ESTADOS Piden en Aguascalientes evitar denuncias electorales mediáticas MEXICO Celebra PRD acuerdos de pacto para procesar denuncias electorales ESTADOS Convierten oficinas de PGR en   en Tamaulipas MEXICO Instalan gobierno y partidos mesa para analizar denuncias electorales JUSTICIA Investiga la Fepade presuntos delitos electorales en Veracruz Contacto Como anunciarse Trabaja con Nosotros Página de Inicio Volver Arriba Política de Privacidad - Términos y Condiciones© 2013 - Diario Rotativo, Querétaro, México.",0,0
Por esta  de la  y la petición de destitución se suspende la gosa del informe.,1,1
de,0,0
"El PMD presentado por la alcaldesa incluye cinco ejes rectores que incluyen la seguridad, la gobernanza e innovación, el  urbano sustentable con  eficientes, la competitividad para el crecimiento económico y el desarrollo social incluyente.",1,1
"La dinámica y la dimensión adquiridas por este  de conservación  la necesidad de crear una nueva organización independiente de Cante AC, dedicada específicamente al desarrollo del Jardín Botánico.",0,0
Él se ha distinguido por sus  en el ámbito del activismo digital y de las problemáticas  y sociales latinoamericanas.,0,0
"El ejercicio docente interactivo y moderno, la investigación tecnológica y vinculación con el sector  y la comunidad, serán acciones permanentes para estimular el progreso de la región, del  y el País, atentos al contexto de globalización internacional.",0,0
"Si tu el puesto al que optas no está delimitado salarialmente, o tu  se encuentra situada  o por debajo de lo establecido por la empresa a la que postulas, podrán preguntarte por tus pretensiones de renta.",1,1
"Los productores de Chihuahua pidieron asimismo una legislación sobre los apoyos multianuales, lo que, estiman, permitirá que sean más competitivos en el entorno internacional, así como reglas de operación más ágiles para estos apoyos y que se otorguen por ciclo agrícola y no por  .",1,1
"Mirar como no los desalojan de sus pisos ni de sus casas, que os da a entender eso que ellos son privílegiados por nuestros  una vez tienen los votos, no son capaces de  nada por su electorado ni por nadie, 17 gobiernos y la corte del Rey es lo que sobra en este país.",0,0
Ni el Estado ni el mercado están en posibilidad de  la .,1,1
"Las tecnologías pueden ser vistas ya sea como un complemento para la deliberación,  de la , o como un sustituto de la misma que inhibe la razón, la crítica y la participación política.",1,1
"Sólo tienen sentido medidas dirigidas a aquellos que están reduciendo su consumo por falta de liquidez, como serían un aumento de las prestaciones por desempleo o una  de  a los trabajadores de menores ingresos.",1,1
"Cuando consideren que un partido político o coalición, a través de sus dirigentes u órganos de dirección,  sus  político-electorales, de participar en el proceso interno de selección de candidatos o de ser postulados como candidatos a un cargo de elección popular, por trasgresión a las normas estatutarias o del convenio de coalición en su caso.",1,1
"Datos sobre la amortización, el capital o los intereses son algunos de los aspectos deben quedar plasmados en la oferta que realice el banco una vez  la  y admitida la concesión del préstamo.",0,0
"“Sólo así podrá lograrse  la  en las zonas más alejadas del país”, señaló al diario peruano “La República” el presidente regional de Ayacucho Ernesto Molina.",1,1
"Las tareas de instituciones como la universidad, sus emisoras culturales dentro del  amplio del  en materia de comunicaciones, no deben reflejar inocentemente la dinámica de los mercados, de los bienes simbólicos generados desde la perspectiva industrial, sino introducir lecturas profundas, cuestionantes y reflexivas que resguarden un lugar para la utopía social, relegada en nuestros días al acto cada más subversivo e íntimo del amor.",1,1
"En esta misma perspectiva se fundamenta la Línea de Investigación en Educación y Democracia de la Universidad Católica de Manizales: “Se presentan hoy dos  de : la horizontal y la vertical, que en otros términos se refieren a la democracia como forma de vida y como forma de gobierno, respectivamente”.",1,1
Esas operaciones secundarias utilizan las mismas computadoras empleadas para las  de  y pueden representar una mina de oro para los piratas cibernéticos.,1,1
"> Baja California: Con la finalidad de complementar la iniciativa que presentó en mayo pasado, la fracción parlamentaria del PRI redactó un anexo para implantar medidas de sanción  contra los funcionarios que no cumplan con la Ley de Acceso a la Información en el .",0,0
"""Si hay alguien ahí que todavía dude de que Estados Unidos es un lugar donde todo es posible; que todavía se pregunte si el sueño de nuestros fundadores está vivo en nuestros tiempos; que todavía cuestione el  de nuestra , esta noche tiene una respuesta"", dijo Obama en sus primeras declaraciones públicas tras ganar las elecciones.",0,1
Las  de la  son graduales; no se alcanzan de golpe.,1,1
"La información es la base de la democracia, sostuvo el candidato de la  a la Presidencia de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia  que pretende imponer al próximo presidente de México.",0,0
"No obstante un   al ritmo de aumentos al precio del Diesel, acabará costando $8.08 el litro a fin de este año.",1,1
"En la práctica la actuación humanizadora va a encontrar graves dificultades para lograr sociedades más justas y una globalización distinta,  la  de la mayoría de la humanidad, destinando a educación y salud de los países y de los sectores más necesitados los billones de dólares que hoy se destinan al armamentismo, por ejemplo.",1,1
"La verdadera riqueza es la que aporta el capital humano, el trabajo que  la , y con un quehacer más especializado le da mayor valor agregado, gracias a la mayor preparación y capacitación de los recursos humanos.",1,1
"Para el Partido de la Revolución Democrática el trabajo es un valor esencial de la sociedad y  principal de la  y la creatividad de los seres humanos, el empleo estable y bien remunerado debe ser una prioridad en los planes y acciones de gobierno para acabar con la pobreza y construir una sociedad más justa.",1,1
"Otra desvergüenza partidista es el proselitismo político que con fondos públicos está llevando a cabo Manuel Valencia Cardin, para seguir “ la ”, el PRI-Municipal de Othon P. Blanco “pegó el grito al cielo” por esta flagrante violación a la reglamentación de pre-campañas, como si no supiéramos que “Chana o Juana son lo mismo” ¡hágame usted favor!",1,1
"Es por eso que deberíamos de pensar en otra alternativa diferente a la de los partidos políticos, porque tenemos que evolucionar, y alejarnos de nuestros antepasados los monos, y   a un grupo de personas sino individualmente, uno por uno.",0,0
"No se que pega poneis a Rajoy en su  de oposición, parece que queris que sea tan grosero y maleducado como  y que se tiere a la yugular del gobierno como si fuera un cafre.",0,0
Hace dos años Artur Mas encargó a Andreu Mas-Colell la tarea de enderezar unas finanzas deterioradas por la drástica  de  y una asfixiante deuda.,1,1
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría  de las cuentas y actos relativos a la aplicación de los fondos federales,  y municipales en estricto apego a derecho, asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
Salta  los  para el plan oficial de compra de autos OKM,1,1
Cobertura de la,1,1
Enlace permanente El   de la Riviera,1,1
"El próximo año 2013 viviremos en nuestro estado un proceso electoral local donde se renovarán los 39 municipios y el congreso del estado ,y aunque no será la madre de todas las batallas , como luego les da por decirle a las   los falsos políticos que solo",1,1
"En el acto de toma de posesión del nuevo director de la Financiera Rural, el titular de la SHCP señaló que se atenderán de manera puntual las necesidades del sector rural, dadas las prioridades dictadas por el presidente de la República Felipe Calderón Hinojosa, para  la , incentivar el empleo y promover el crecimiento económico.",1,1
"Comentarios: 0 Publicidad Publicidad + Vistas + Comentadas ESTADOS Publicado el 10 julio, 2013 - 12:04 - Comentarios: 0 Inicia cómputo de actas en 17 distritos electorales de BC El presidente del IEPCBC, Rubén Castro Bojórquez, declaró abierta e instalada de manera permanente la sesión extraordinaria del Consejo General para dar seguimiento al conteo del que saldrán los  de la  efectuada el domingo.",1,1
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero  os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta  que la actual, Seguiran despilfarrando el dinero del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0
A principio de los años noventa el tema de   era una tarea clave para las Naciones Unidas.,1,1
"Ampliar la imagen El director gerente del FMI, , durante la inauguración de la sesión plenaria de ese organismo, realizada en Singapur, donde se autorizó que México, China, Corea del Sur y Turquía incrementaran su poder de  Foto: Ap Al Fondo Monetario Internacional (FMI) y a las naciones que lo controlan les encanta jugar a la democracia, a la democracia de a mentiritas.",0,0
"En la Plenaria no sólo se verá lo de l@s pres@s, también todo lo que toca a la Otra según la Sexta Declaración de la Selva Lacandona, a saber, la construcción y lucha de un movimiento nacional, anticapitalista, de  y a la .",0,0
"Si bien la idea no es mala, es poco probable que los gobiernos estatales realmente  esta  en ausencia de una coordinación nacional que les permita reducir los costos políticos de implementar este tipo de tributaciones locales.",1,1
"Europa está a tiempo de salvar al mundo de una recesión: OCDE Christine Lagarde se reunirá el miércoles con Calderón  la  en América Latina al más bajo nivel en 20 años: Cepal Este año la tasa cerrará en 30.4%, lo que significa que habrá tres millones menos de pobres que en 2010 COMPARTIR",1,1
"SAGARPA ha iniciado su Consulta  2006-2012, con la realización de Foros Estatales, cuyo objetivo es obtener de manera directa y participativa las opiniones y propuestas de lo más representativo de la sociedad rural de cada  para incorporarlas a los lineamientos de política y programas del Plan Nacional de Desarrollo 2006-2012, y el Programa Sectorial, como base fundamental de sus contenidos con visión a largo plazo.",0,0
"Avilés y Lanz Galera, quienes propusieron el trámite de ""al Archivo"", que resultó aprobado por la Asamblea, después de que el C. Trejo apoyó la determinación de que se reservara el  para el .",0,0
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los  son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que  ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0
"Y es que mire usted, el magisterio es sostenido por la sociedad que paga sus impuestos -¡niéguenmelo!- y no es propiedad de los dirigentes sindicales, ya va siendo hora de que razonen esto, lo justo es que se dediquen a apoyar el esfuerzo educativo del Estado y se aboquen a dar resultados dentro de ese organismo, que está sumamente rezagado, tanto en materia de trabajo como en  de , pues si de algo sufre el magisterio es de la actitud caciquil de sus ""líderes magisteriales"".",1,1
"Y es que los convenios consisten en cursos de capacitación sobre el proceso electoral, los derechos que tiene cada ciudadano y cuando se puede detectar un delito  que puede ser  ante las autoridades.",0,0
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55 LA pobreza se abuelto una forma de vivir y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es demaciado pero por mas que  contra ella para erradicarla esta parece que en lugar de disminuir aumenta mas la ´ es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin pobreza",0,0
"Su divorcio y un estilo excesivamente desenvuelto alarmó a los franceses que prefieren que sus presidentes , pues, .",1,1
"No será más la  de la , la escasez y la postergación.",1,1
"El cuento de la ideología, de los derechos humanos, del respeto a las  , no resiste el pase de una lista de asistencia escolar, menos la revisión con un detector de metales.",1,0
"Eso, comparado con la lentitud, la excesiva burocracia, y el ineficiente aparato hacendario de muchos países latinos, nos hace reflexionar sobre lo mucho que se necesita trabajar en nuestros países en materia de reforma hacendaria, simplificación de trámites y la lenta, pero necesaria muerte del regordete e inútil   de nuestros países.",1,1
"En ese proceso se pueden distinguir de manera general tres momentos: el primero de ellos, de 1970 a 1980, en el que se identifica un modelo sustentado en la autoridad de la elite académica; el segundo momento se ubica entre los años de 1980 a 1988, regido por un modelo donde predomina la  de la  estatal; el tercero inicia a fines de la década de los ochenta y se extiende hacia los primeros años de la siguiente década, en él se revela un modelo de integración de mercado.",0,1
"Sin embargo, los  voluntarios  la construcción de notables centros universitarios como Harvard (1636) o Yale (1701).",1,1
"Costos de reproducción y certificación de documentación e información pública  y tarifas postales a que se refiere la Ley de Transparencia, autorizados por la Secretaría de Hacienda y Crédito Público mediante oficio 349--0019, para el ejercicio fiscal 2007.",0,0
"Las  de Filipinas accedieron a revisar la forma en que Loya Gutiérrez , pues en principio dijeron que se suicidó.",0,0
de la,1,1
"No se que pega poneis a Rajoy en su política de oposición, parece que  que sea tan grosero y maleducado como Pepiño y que se tiere a la yugular del  como si fuera un cafre.",0,0
