sentence,prediction
 Albums of recorded sound were developed in the early 20th century as individual 78-rpm records collected in a bound book resembling a photograph album; this format evolved after 1948 into single vinyl LP records  played at 33+1⁄3 rpm,0
"\nThe album was the dominant form of recorded music expression and consumption from the mid-1960s to the early 21st century, a period known as the album era",1
" Vinyl LPs are still issued, though album sales in the 21st-century have mostly focused on CD and MP3 formats",1
" The 8-track tape was the first tape format widely used alongside vinyl from 1965 until being phased out by 1983 and was gradually supplanted by the compact cassette during the 1970s and early 1980s; the popularity of the cassette reached its peak during the late 1980s, sharply declined during the 1990s and had largely disappeared during the first decade of the 2000s",1
"\nMost albums are recorded in a studio, although they may also be recorded in a concert venue, at home, in the field, or a mix of places",0
 The time frame for completely recording an album varies between a few hours to several years,0
" This process usually requires several takes with different parts recorded separately, and then brought or ""mixed"" together",0
" Recordings that are done in one take without overdubbing are termed ""live"", even when done in a studio",1
" Studios are built to absorb sound, eliminating reverberation, to assist in mixing different takes; other locations, such as concert venues and some ""live rooms"", have reverberation, which creates a ""live"" sound",0
" Recordings, including live, may contain editing, sound effects, voice adjustments, etc",0
" With modern recording technology, artists can be recorded in separate rooms or at separate times while listening to the other parts using headphones; with each part recorded as a separate track",0
"\nAlbum covers and liner notes are used, and sometimes additional information is provided, such as analysis of the recording, and lyrics or librettos",0
" Historically, the term ""album"" was applied to a collection of various items housed in a book format",0
 In musical usage the word was used for collections of short pieces of printed music from the early nineteenth century,0
" Later, collections of related 78rpm records were bundled in book-like albums (one side of a 78 rpm record could hold only about 3",0
5 minutes of sound),0
" When long-playing records were introduced, a collection of pieces or songs on a single record was called an ""album""; the word was extended to other recording media such as compact disc, MiniDisc, Compact audio cassette, 8-track tape and digital albums as they were introduced",0
"', 'Psychedelic music (sometimes called psychedelia) is a wide range of popular music styles and genres influenced by 1960s psychedelia, a subculture of people who used psychedelic drugs such as LSD, psilocybin mushrooms, mescaline, DMT, and marijuana to experience visual and auditory hallucinations, synesthesia and altered states of consciousness",1
 Psychedelic music may also aim to enhance the experience of using these drugs,1
"\nPsychedelic music emerged during the 1960s among folk and rock bands in the United States and the United Kingdom, creating the subgenres of psychedelic folk, psychedelic rock, acid rock, and psychedelic pop before declining in the early 1970s",1
" Numerous spiritual successors followed in the ensuing decades, including progressive rock, krautrock, and heavy metal",1
" Since the 1970s, revivals have included psychedelic funk, neo-psychedelia, and stoner rock as well as psychedelic electronic music genres such as acid house, trance music, and new rave",1
"', 'MusicBrainz is a project which aims to create a collaborative music database that is similar to the freedb project",0
" MusicBrainz was founded in response to the restrictions placed on the Compact Disc Database (CDDB), a database for software applications to look up audio CD information on the Internet",0
" MusicBrainz has expanded its goals to reach beyond a CD metadata (this is information about the performers, artists, songwriters, etc",0
) storehouse to become a structured online database for music,1
"MusicBrainz captures information about artists, their recorded works, and the relationships between them",1
" Recorded works entries capture at a minimum the album title, track titles, and the length of each track",0
 These entries are maintained by volunteer editors who follow community written style guidelines,1
" Recorded works can also store information about the release date and country, the CD ID, cover art, acoustic fingerprint, free-form annotation text and other metadata",0
" As of September 2020, MusicBrainz contained information on roughly 1",1
"7 million artists, 2",0
"6 million releases, and 23 million recordings",0
" End-users can use software that communicates with MusicBrainz to add metadata tags to their digital media files, such as ALAC, FLAC, MP3, Ogg Vorbis or AAC",0
"', 'Background music refers to a mode of musical performance in which the music is not intended to be a primary focus of potential listeners, but its content, character, and volume level are deliberately chosen to affect behavioral and emotional responses in humans such as concentration, relaxation, distraction, and excitement",1
 Listeners are uniquely subject to background music with no control over its volume and content,1
" The range of responses created are of great variety, and even opposite, depending on numerous factors such as, setting, culture, audience, and even time of day",1
"\nBackground music is commonly played where there is no audience at all, such as empty hallways and restrooms and fitting rooms",0
" It is also used in artificial space, such as music played while on hold during a telephone call, and virtual space, as in the ambient sounds or thematic music in massively multiplayer online role-playing games",0
 It is typically played at low volumes from multiple small speakers distributing the music across broad public spaces,1
" The widespread use of background music in offices, restaurants, and stores began with the founding of Muzak in the 1930s and was characterized by repetition and simple musical arrangements",1
" Its use has grown worldwide and today incorporates the findings of psychological research relating to consumer behavior in retail environments, employee productivity, and workplace satisfaction",1
"\nDue to the growing variety of settings (from doctors offices to airports), many styles of music are utilized as background music",1
" Because the aim of background music is passive listening, vocals, commercial interruptions, and complexity are typically avoided",1
" In spite of the international distribution common to syndicated background music artists, it is often associated with artistic failure and a lack of musical talent in the entertainment industry",1
" There are composers who write specifically for music syndication services such as Dynamic Media and Mood Media, successors of Muzak, and MTI Digital",1
 Multiple studies have correlated the presence of background music with increased spending in retail establishments,1
"', ""Dance music is music composed specifically to facilitate or accompany dancing",0
 It can be either a whole musical piece or part of a larger musical arrangement,0
" In terms of performance, the major categories are live dance music and recorded dance music",0
" While there exist attestations of the combination of dance and music in ancient times (for example Ancient Greek vases sometimes show dancers accompanied by musicians), the earliest Western dance music that we can still reproduce with a degree of certainty are old fashioned dances",0
" In the Baroque period, the major dance styles were noble court dances (see Baroque dance)",0
" In the classical music era, the minuet was frequently used as a third movement, although in this context it would not accompany any dancing",0
 The waltz also arose later in the classical era,1
" Both remained part of the romantic music period, which also saw the rise of various other nationalistic dance forms like the barcarolle, mazurka, ecossaise, ballade and polonaise",1
\nModern popular dance music initially emerged from late 19th century's Western ballroom and social dance music,0
" During the early 20th century, ballroom dancing gained popularity among the working class who attended public dance halls",1
 Dance music became enormously popular during the 1920s,1
" In the 1930s, called the Swing era, Swing music was the popular dance music in America",0
" In the 1950s, rock and roll became the popular dance music",0
 The late 1960s saw the rise of soul and R&B music,1
 Dominican and Cuban New Yorkers created the popular salsa dance in the late 1960s which stemmed from the Latin music genre of salsa,1
 The rise of disco in the early 1970s led to dance music becoming popular with the public,1
" By the late 1970s, electronic dance music was developing",1
" This music, made using electronics, is a style of popular music commonly played in nightclubs, radio stations, shows and raves",0
 Many subgenres of electronic dance music  have evolved,1
""", 'A choir (; also known as a chorale or chorus) is a musical ensemble of singers",0
" Choral music, in turn, is the music written specifically for such an ensemble to perform",1
" Choirs may perform music from the classical music repertoire, which spans from the medieval era to the present, or popular music repertoire",0
" Most choirs are led by a conductor, who leads the performances with arm and face gestures",0
\nA body of singers who perform together as a group is called a choir or chorus,0
" The former term is very often applied to groups affiliated with a church (whether or not they actually occupy the choir) and the second to groups that perform in theatres or concert halls, but this distinction is far from rigid",1
" Choirs may sing without instrumental accompaniment, with the accompaniment of a piano or pipe organ, with a small ensemble (e",0
g,0
", harpsichord, cello and double bass for a Baroque piece), or with a full orchestra of 70 to 100 musicians",0
"\nThe term choir has the secondary definition of a subset of an ensemble; thus one speaks of the ""woodwind choir"" of an orchestra, or different ""choirs"" of voices or instruments in a polychoral composition",0
" In typical 18th- to 21st-century oratorios and masses, chorus or choir is usually understood to imply more than one singer per part, in contrast to the quartet of soloists also featured in these works",0
"', ""The No Music (stylized as The No Music",0
) is the second studio album by American hip hop duo Themselves,1
 It was released on Anticon in 2002,0
" It peaked at number 183 on the CMJ Radio 200 chart, as well as number 13 on CMJ's Hip-Hop chart",0
" A remix version of the album, The No Music of AIFFs, was released in 2003",0
""", 'The Sound of Music is a musical with music by Richard Rodgers, lyrics by Oscar Hammerstein II, and a book by Howard Lindsay and Russel Crouse",0
" It is based on the 1949 memoir of Maria von Trapp, The Story of the Trapp Family Singers",0
" Set in Austria on the eve of the Anschluss in 1938, the musical tells the story of Maria, who takes a job as governess to a large family while she decides whether to become a nun",1
" She falls in love with the children, and eventually their widowed father, Captain von Trapp",0
" He is ordered to accept a commission in the German navy, but he opposes the Nazis",1
 He and Maria decide on a plan to flee Austria with the children,0
" Many songs from the musical have become standards, such as ""Edelweiss"", ""My Favorite Things"", ""Climb Ev\'ry Mountain"", ""Do-Re-Mi"", and the title song ""The Sound of Music""",0
"\nThe original Broadway production, starring Mary Martin and Theodore Bikel, opened in 1959 and won five Tony Awards, including Best Musical, out of nine nominations",0
 The first London production opened at the Palace Theatre in 1961,0
 The show has enjoyed numerous productions and revivals since then,1
" It was adapted as a 1965 film musical starring Julie Andrews and Christopher Plummer, which won five Academy Awards, including Best Picture",0
 The Sound of Music was the last musical written by Rodgers and Hammerstein; Oscar Hammerstein died of stomach cancer nine months after the Broadway premiere,1
"', 'Singing is the act of producing musical sounds with the voice",0
 A person who sings is called a singer or vocalist (in jazz and popular music),0
" Singers perform music (arias, recitatives, songs, etc",0
) that can be sung with or without accompaniment by musical instruments,0
" Singing is often done in an ensemble of musicians, such as a choir of singers or a band of instrumentalists",0
 Singers may perform as soloists or accompanied by anything from a single instrument (as in art song or some jazz styles) up to a symphony orchestra or big band,0
" Different singing styles include art music such as opera and Chinese opera, Indian music and religious music styles such as gospel, traditional music styles, world music, jazz, blues, ghazal and popular music styles such as pop, rock and electronic dance music",0
"\nSinging can be formal or informal, arranged, or improvised",0
" It may be done as a form of religious devotion, as a hobby, as a source of pleasure, comfort, or ritual as part of music education or as a profession",0
" Excellence in singing requires time, dedication, instruction, and regular practice",1
 If practice is done regularly then the sounds can become clearer and stronger,0
" Professional singers usually build their careers around one specific musical genre, such as classical or rock, although there are singers with crossover success (singing in more than one genre)",1
 Professional singers usually take voice training provided by voice teachers or vocal coaches throughout their careers,0
"', 'Tejano music (Spanish: música tejana), also known as Tex-Mex music, is a popular music style fusing Mexican and U",0
S,0
 influences,1
" With elements from Mexican-Spanish vocal traditions and Czech and German dance tunes and rhythms, particularly polka or waltz, the music is traditionally played by small groups featuring accordion and guitar",0
 Its evolution began in northern Mexico (a variation known as norteño),0
"It reached a much larger audience in the late 20th-century thanks to the explosive popularity of the artist Selena (""The Queen of Tejano""), Mazz, La Mafia, Ram Herrera, La Sombra, Elida Reyna, Elsa García, Laura Canales, Oscar Estrada, Jay Perez, Emilio Navaira, Esteban ""Steve"" Jordan, Shelly Lares, David Lee Garza, Jennifer Peña, La Fiebre, and Ram Herrera",1
"', ""The music of the United States reflects the country's pluri-ethnic population through a diverse array of styles",1
" It is a mixture of music influenced by the music of the United Kingdom, West Africa, Ireland, Latin America, and mainland Europe, among other places",1
" The country's most internationally renowned genres are jazz, blues, country, bluegrass, rock, rock and roll, R&B, pop, hip hop, soul, funk, gospel, disco, house, techno, ragtime, doo-wop, folk music,  americana, boogaloo, tejano, reggaeton, surf, and salsa",1
 American music is heard around the world,1
" Since the beginning of the 20th century, some forms of American popular music have gained a near global audience",1
Native Americans were the earliest inhabitants of the land that is today known as the United States and played its first music,0
" Beginning in the 17th century, immigrants from the United Kingdom, Ireland, Spain, Germany, and France began arriving in large numbers, bringing with them new styles and instruments",1
" Slaves from West Africa brought their musical traditions, and each subsequent wave of immigrants contributed to a melting pot",1
"\nSome popular music is the Electropop which is based on British, West German, Japanese performers and Some is the New school hip hop influenced by Afrika Bambaataa which in turn was influenced by Kraftwerk",0
" There are also some African-American influence in the music tradition of the European-American settlers, such as country and bluegrass",1
" The United States has also seen documented folk music and recorded popular music produced in the ethnic styles of the Ukrainian, Irish, Scottish, Polish, Hispanic, and Jewish communities, among others",1
"\nMany American cities and towns have vibrant music scenes which, in turn, support a number of regional musical styles",1
" With musical centers such as Boston, Philadelphia, Seattle, Portland, New York, San Francisco, New Orleans, Detroit, Memphis, Houston, Las Vegas, Minneapolis, Chicago, St",0
" Louis, Miami, Atlanta, San Juan, Nashville, Austin, Washington D",0
C,0
", Los Angeles, and smaller cities such as Asbury Park, New Jersey, Milwaukee, Cleveland, Asheville, North Carolina, Louisville, Oakland, Honolulu, the Research Triangle, Boulder, Colorado, Madison, Wisconsin, Tupelo, Mississippi, and Burlington, Vermont have all have produced and contributed to the many distinctive styles of music from the country",0
" The Cajun and Creole traditions in Louisiana music, the folk and popular styles of Hawaiian music, and the bluegrass and old time music of the Southeastern states are a few examples of diversity in American music",1
""", ""Music Tribe, formerly Music Group, is a holding company based in the City of Makati, Metro Manila, Philippines",0
" It is chaired by Uli Behringer, founder of Behringer",0
 Music Group rebranded to Music Tribe in December 2017,1
" Music Group's portfolio includes Behringer, Cool Audio, Midas, Turbosound, TC Electronic and TC-Helicon, Tannoy, Klark Teknik, Lab",0
"gruppen, and Aston Microphones",0
""", ""This is a list of available albums and DVDs belonging to the Now That's What I Call Music! series",0
" They are categorised by series (country), then ordered by date",0
""", 'For music from a year in the 1970s, go to 70 | 71 | 72 | 73 | 74 | 75 | 76 | 77 | 78 | 79This article includes an overview of the major events and trends in popular music in the 1970s",0
"\nIn North America, Europe, and Oceania, the decade saw the rise of disco, which became one of the biggest genres of the decade, especially in the mid-to-late 1970s",1
" In Europe, a variant known as Euro disco rose in popularity towards the end of the 1970s",1
" Aside from disco, funk, smooth jazz, jazz fusion, and soul music remained popular throughout the decade",1
" Rock music played an important part in the Western musical scene, with punk rock thriving throughout the mid to late 1970s",1
"\n Other subgenres of rock, particularly glam rock, hard rock, progressive, art rock, and heavy metal achieved various amounts of success",1
 Other genres such as reggae were innovative throughout the decade and grew a significant following,1
" The Hip hop emerged during this decade, but was slow to start and did not become significant until the late 1980s",1
" Classical began losing a little momentum; however, through invention and theoretical development, this particular genre gave rise to experimental classical and minimalist music by classical composers",1
" A subgenre of classical, film scores, remained popular with movie-goers",1
" Alongside the popularity of experimental music, the decade was notable for its contributions to electronic music, which rose in popularity with the continued development of synthesizers and harmonizers; more composers embraced this particular genre, gaining the notice of listeners who were looking for something new and different",1
" Its rising popularity, mixed with the popular music of the period, led to the creation of synthpop",1
 Pop also had a popularity role in the 1970s,1
"\nIn Africa, especially Nigeria, the genre known as Afrobeat gained a following throughout the 1970s",1
"In Latin America and the Iberian Peninsula, the Nueva canción movement peaked in popularity and was adopted as the music of the hippie, Liberation Theology, and New Left movements",1
 Cumbia music began its internationalization as regional scenes rose outside Colombia,1
 Merengue experienced mainstream exposure across Latin America and the southern US border states,1
"\nIn Asia, music continued to follow varying trends",1
" In Japan, the decade saw several musical trends, including pop music, folk music, rock music, disco music, while the rock group ""Spiders"" disbanded in 1970",1
"', 'eOne Music is a New York City-based independent record label and music management company",1
" It was formed in 2009 from the music assets of Koch Entertainment, which had been acquired by the present-day Entertainment One (eOne) in 2005",1
" In April 2021, after the acquisition of eOne by Hasbro, the company announced that it would sell eOne Music to The Blackstone Group",1
"\nIt owns the libraries of Artemis Records, Dualtone Records, Death Row Records, and Last Gang Records, as well as the production music company Audio Network and live events company Round Room Entertainment",0
"', 'A music festival is a community event oriented towards live performances of singing and instrument playing that is often presented with a theme such as musical genre (e",0
g,0
", blues, folk, jazz, classical music), nationality, locality of musicians, or holiday",0
"\nThey are commonly held outdoors, with tents or roofed temporary stages for the performers",0
" Often music festivals host other attractions such as food and merchandise vending, dance, crafts, performance art, and social or cultural activities",0
" At music festivals associated with charitable causes, there may be information about social or political issues",0
" Many festivals are annual, or repeat at some other interval",0
" Some, including many rock festivals, are held only once",0
\nSome festivals are organized as for-profit concerts and others are benefits for a specific charitable cause,1
